,번호,본문,요약문,중요단어,추출단어
739,748,"향림사 대웅전 앞마당에 동서로 나란히 서 있는 2기의 석탑이다. 두 탑 모두 기단(基壇)을 1층으로 두어 전체의 무게를 버티도록 하고, 그 위로 3층의 탑신(塔身)을 올린 모습이다.  기단과 탑신부의 각 몸돌은 4면마다 기둥을 본떠 새겼는데, 기단은 면의 모서리와 가운데에 조각을 두고 몸돌은 모서리에만 새겼다. 각 층의 지붕돌은 밑면에 4단씩의 받침을 마련하였고, 윗면은 얇고 평평하며, 처마는 네 귀퉁이가 위를 향한 채 부드러운 곡선을 그리고 있다. 두 탑의 규모나 양식이 거의 같은데, 전체적인 조각수법이나 지붕돌 등의 모습으로 보아 고려시대 중기에 동시에 세웠던 것으로 보인다. 절 주위에서는 향기로운 차(茶)가 많이 재배되고 있어 절 안 가득 그 향내가 머무르고 있다 한다.",향림사 대웅전 앞마당에 나란히 서 있는 2기의 석탑은 규모나 양식의 거의 같으며 고려시대 중기에 함께 세웠던 것으로 보이고 절 주위에서는 차가 많이 재배되고 있다.,"고려시대,대웅전,향림사,탑신,향내,석탑","향림사,대웅전,앞마당,동서로,기,석탑,두,탑,모두,기단,층,전체,무게,그,위로,층,탑신,모습,기단,탑신,부의,각,몸,면,기둥,기단,면,모서리,가운데,조각,몸,모서리,각,층,지붕,밑면,단,받침,마련,면,처마,네,귀퉁이,위,향,채,곡선,두,탑,규모,양식,거의,전체,수법,지붕,돌,등,모습,보아,고려시대,중기,동시,것,절,주위,차,재배,절,안,가득,그,향내"
740,749,"향나무는 우리나라 중부 이남을 비롯해 울릉도와 일본 등에 분포하고 있으며 상나무·노송나무로도 불린다. 이 나무는 강한 향기를 지니고 있어 제사 때 향을 피우는 용도로 쓰이며, 정원수·공원수로 많이 심는다. 통구미의 향나무는 울릉도 남양리의 마을 뒤 험한 암벽 틈에서 자라고 있다. 향나무는 울릉도의 대표적인 나무로 예전에는 크고 오래된 나무가 많이 있었으나 사람들이 함부로 베어가서 통구미 자생지는 물론 섬 전체에서 큰 나무를 찾아보기 어렵다. 통구미의 향나무 자생지는 향나무의 원종(原種)이 자생하고 있는 곳으로 학술적으로 매우 중요시 되고 있으며, 특수한 환경에 적응된 유전자원으로서의 가치가 높아 사람들에 의한 무분별한 훼손을 막고자 천연기념물로 지정·보호하고 있다.",울릉도의 대표적 나무였으나 사람들이 베어가서 찾아보기 어려운 향나무는 암벽 틈 통구미 자생지에 자라고 있으며 높은 유전자원 가치로 천연기념물로 보호되고 있다.,"울릉도,상나무,정원수,남양,노송나무,원종","향나무,우리나라,중부,이남,비롯,울릉도,일본,등,분포,상나무,노송나무,도,이,나무,향기,지니,제사,때,향,용도,정원수,공원,수로,통,구미,향나무,울릉도,남양,리,마을,뒤,암벽,틈,향나무,울릉도,대표,나무,예전,나무,사람,함부로,통,구미,자생,섬,전체,나무,통,구미,향나무,자생,향나무,원종,이,자생,곳,학술,매우,중요시,환경,적응,유전자,가치,사람,무분별,훼손,천연기념물,지정,보호"
741,750,"누에고치모양처럼 남북으로 길게 누워 낮은 구릉을 이루는 이 산은 신라 실성왕 12년(413)부터 신성하게 여겨져 성역으로 보존되어 온 곳이다. 기록에는 ‘왕이 낭산에 상서로운 구름이 서린 것을 보고 신하들에게 신령이 하늘에서 내려와 노는 곳이니 당연 복을 주는 지역이다. 이제부터는 낭산의 나무 한 그루도 베지 말라’는 명령을 내렸다고 한다. 7세기부터는 불교의 성스러운 산으로 왕실에 복을 주는 장소로 변하기 시작하였다. 선덕여왕의 유언에 따라 만든 여왕의 능을 비롯하여 신라 향가의 현장인 사천왕사지, 문무왕의 화장터로 여겨지는 능지탑, 바위에 부처를 새긴 마애불, 구황리 삼층석탑 등 신라 유적이 많이 있다.※(경주낭산 → 경주 낭산 일원)으로 명칭변경 되었습니다.(2011.07.28 고시)",경주 낭산 일원은 신성하게 여겨져 신라 실성왕 때부터 성역으로서 보존되어 온 산이다.,"문무왕,사천왕사지,실성왕,선덕여왕,삼층석탑,마애불,구릉","누에,고치,모양,남북,구릉,이,산,신라,실성왕,부터,성역,보존,온,곳,기록,왕,낭산,상서,구름,서린,것,보고,신하,신령,하늘,노,곳,연,복,지역,이제,낭산,나무,그루,명령,세기,불교,산,왕실,복,장소,시작,선덕여왕,유언,여왕,능,비롯,신라,향가,현장,사천왕사지,문무왕,화장,터,능지,탑,바위,부처,마애불,황리,삼층석탑,등,신라,유적,경주,낭산,경주,낭산,일원,명칭변경,고시"
742,751,"굴암산 중턱의 병풍처럼 둘러싸인 암벽에 자연동굴이 있고 그 안에 불상이 있다. 연꽃무늬가 새겨진 4각의 대좌(臺座)위에 양 발을 무릎 위로 올린 모양으로 앉아있는데, 신체는 전체적으로 네모진 모양이다. 머리에는 작은 소라 모양의 머리칼을 붙여 놓았으며, 그 위로 상투 모양의 머리묶음이 넓고 높게 표현되어 얼굴을 길어 보이게 한다. 어깨는 좁아서 움추린 듯 하며, 양 어깨에 걸쳐 입은 옷은 형식적으로 표현되었다. 무릎은 높으면서 폭이 좁고, 허리가 길게 표현되어 불안정한 자세를 보여준다. 머리 모양과 가슴에 보이는 속옷에서 옛 모습이 보이지만 긴 허리와 네모진 대좌, 형식화된 신체표현 등으로 보아 고려시대에 만들어진 불상이 분명하다.",굴암산 중턱의 자연동굴 안에 있는 불상은 전체적으로 네모진 모양의 신체이다.,"불상,고려시대,암산","굴,암산,중턱,병풍,암벽,자연,동굴,그,안,불상,연꽃,무늬,각의,대좌,위,양,발,무릎,위로,모양,신체,전체,모진,모양,머리,소라,모양,머리칼,그,위로,상투,모양,머리,묶음,표현,얼굴,보이,어깨,움추린,듯,양,어깨,옷,형식,표현,무릎,폭,허리,표현,자세,머리,모양,가슴,속옷,모습,보이,허리,모진,대좌,형식,신체,표현,등,보아,고려시대,불상"
743,752,"귀신사 3층 석탑 앞쪽에 놓여 있는 것으로, 웅크리고 있는 사자상 등 위로 남근석(남성의 생식기 모양으로 다듬은 돌)이 놓여 있다. 사자상은 머리를 치켜들고 앞을 바라보고 있는데 매우 사실적으로 표현되었다. 남근석은 2단으로 구성되어 있는데, 아랫부분은 대나무에서와 같은 옅은 마디를 두었다.  사찰 내에서 이러한 조각상을 찾아보기란 매우 드문 것으로, 이에 대해서는 두가지의 설이 제기되고 있다. 하나는 풍수지리상으로 이 터가 좋은 형상이 아니어서 이를 누르기 위해 세웠을 것이라는 것과 다른 하나는 원래 남근석을 두는 사찰은 백제 왕실의 내원사찰(內願寺刹)뿐이므로, 이로 보아 이 절은 백제 때의 사찰일 것이라는 설이 그것이다. 만든 시기는 아직 확실히 밝혀지지 않고 있으나, 그 비슷한 예를 찾아볼 수 없는 독특한 모습과 사실적인 조각만으로도 충분한 가치를 지니는 작품이다.",사실적으로 표현된 사자상과 2단으로 구성된 남근석은 귀신사 3층 석탑 앞쪽에 놓여 있다.,"풍수지리,석탑,사자상,백제","신사,층,석탑,앞쪽,것,사자상,등,위로,남근,석,남성,생식기,모양,돌,이,사자상,머리,앞,매우,사실,표현,남근,석,단,구성,부분,대나무,마디,사찰,내,조각상,매우,것,이,대해,가지,설,제기,하나,풍수지리,이,터,형상,누르기,위해,것,것,다른,하나,원래,남근,석,사찰,백제,왕실,사찰,이로,보아,이,절,백제,때,사찰,일,것,설,그것,시기,그,예,수,모습,사실,조각,가치,작품"
744,753,"대조사 원통보전 앞에 서 있는 탑으로, 일부만 남아있던 것을 1975년에 다른 일부를 찾아 다시 세운 것이다. 탑은 전체의 무게를 지탱해 주는 기단(基壇)을 2층으로 마련하고, 그 위로 3층의 탑신(塔身)을 올려놓은 모습인데, 탑신의 2·3층 몸돌과 꼭대기의 머리장식은 새로 만들어 놓은 것이다. 기단은 각 층마다 면의 모서리와 가운데에 기둥 모양을 본 뜬 조각을 두었다. 탑신의 지붕돌은 밑면에 받침을 두었는데, 1·2층은 3단, 3층은 2단으로 새겨 불규칙한 모습이다. 지붕돌의 처마는 가운데에서 수평을 이루다 네 귀퉁이에 이르러 가볍게 위로 들려있다. 위로 올라갈수록 줄어드는 비율이 비교적 낮아 안정감을 주고 있는 탑으로, 고려시대에 세운 것으로 추측된다.",대조사 원통보전 앞에 자리한 탑은 고려시대에 세운 것으로 추정되며 안정감을 주게 제작되어 있다.,"고려시대,탑신","조사,원통,보전,앞,탑,일부,것,다른,일부,다시,세운,것,탑,전체,무게,지탱,기단,층,마련,그,위로,층,탑신,모습,탑신,층,몸돌,꼭대기,머리장식,것,기단,각,층,면,모서리,가운데,기둥,모양,조각,탑신,지붕,밑면,받침,층,단,층,단,모습,지붕,돌,처마,가운데,수평,네,귀퉁이,위로,위로,비율,비교,안정감,탑,고려시대,세운,것,추측"
745,754,"상촌(桑村) 김자수(金自粹, ?~?)선생은 고려의 문신으로 본관은 경주(慶州)이다. 고려말 정세가 어려워지자 모든 관직을 버리고 고향인 안동에 은거하였다. 조선이 개국된 뒤 태종이 형조판서로 불렀으나 나가지 않고, 자손에게 결코 비석을 만들지 말라는 유언을 남기고 자결하였다.묘는 단분(單墳)이며, 봉분 앞에 혼유석, 석상, 향로석이 있고, 그 앞에 장명등이 있으며 좌우로 석양(石羊)과 망주석이 각 1쌍, 문인석이 2쌍 건립되어 있다. 석상 좌우의 작은 문인석은 양식으로 보아 조선 초기 작품이며, 큰 문인석과 향로석, 망주석 등은 조선후기 작품이다. 장명등과 석양은 근래에 세운 것이다.신도비는 채유후(蔡裕後)가 비문을 지었으며, 윤용구(尹用求, 1853~1939)가 쓰고, 17대손 김문제(金文濟)가 전서(篆書)를 썼다.",고려의 문신인 김자수 선생은 정세가 어려워진 고려말에 모든 관직을 버리고 안동에 은거했다.,"형조판서,조선,유후,상촌,태종","상촌,김,자수,선생,고려,문신,본관,경주,고려말,정세,모든,관직,고향,안동,은거,조선,개국,뒤,태종,형조판서,자손,결코,비석,말,유언,자결,묘,분,봉분,앞,혼,유석,석상,향로,석,그,앞,장,등,좌우,석양,과,망주석,각,쌍,문인,석,쌍,건립,석상,좌우,문인,석,양식,보아,조선,초기,작품,문인,석,향로,석,망주석,등,조선,후기,작품,장,등,석양,근래,세운,것,신도비,채,유후,비문,윤용구,대손,김,문제,전서,를"
746,755,"비자나무는 우리 선조들이 열매는 약제(구충제 등)와 기름을 짜서 식용으로 이용하였고, 목재는 재질이 좋아 각종 가구재로 사용하는 등 귀하게 여겼던 유용한 나무임. 화순 개천산과 천태산, 개천사 주변에 위치하고 있는 이 비자나무 숲은 과거에 사찰 주변에 식재 조성했던 비자나무가 확산된 것으로 보이며 분포면적, 분포본수, 생육상태 등이 매우 양호한 군락으로, 학술적 가치가 크며, 생장이 느린 비자나무로서는 규모와 발달정도가 우수함. 특히, 개천사 북쪽의 비자나무 1주는 수령이 400년 정도로 추정되며, 수고 16.0m, 흉고둘레 3.5m에 달하고 수관폭은 18.4m에 이르는 노거수로 보존가치가 높음.",화순 소재의 비자나무 숲은 규모와 발달정도가 우수하여 학술적 가치가 크며 그 중 개천사 북쪽의 노거수는 보존가치가 높다.,"개천,생장,약제,식용,구충제,개천사,천태산","비자나무,우리,선조,열매,약제,구충제,등,기름,식용,이용,목재,재질,각종,가구,재,사용,등,나무,임,화순,개천,산,천태산,개천사,주변,위치,이,비자나무,숲,과거,사찰,주변,조성,비자나무,확산,것,보이,분포,면적,분포,생육,상태,등,매우,양호,군락,학술,가치,생장,비자나무,로서,규모,발달,정도,개천사,북쪽,비자나무,수령,정도,추정,수고,흉,둘레,달,수관,폭,보존,가치"
747,756,"향교는 공자와 여러 성현께 제사를 지내고 지방민의 교육과 교화를 위해 나라에서 세운 국립교육기관이다. 진잠향교는 조선 태종 5년(1405)에 처음 지은 뒤 여러 차례 고쳐 세웠다고 전한다. 현재 이곳에는 대성전과 명륜당 동재와 서재 등의 건물이 있다. 대성전은 앞면 3칸·옆면 2칸 규모로, 지붕은 옆면에서 볼 때 사람 인(人)자 모양인 맞배지붕이다. 이곳에는 공자를 비롯하여 중국과 우리 나라 성현들의 위패를 모시고 있다. 조선시대에는 나라에서 토지와 노비·책 등을 지원받아 학생을 가르쳤으나, 지금은 교육 기능은 없어지고 제사 기능만 남아 있다.",조선 태종 때 건립된 진잠향교는 지방민의 교화와 교육을 위해 세운 것으로 명륜당 동재와 서재 및 대성전 등의 건물이 있다.,"명륜당,조선,진잠,중국,대성전,태종","향교,공자,여러,성현,제사,지방,민,교육,교화,위해,나라,세운,국립,교육,기관,진잠,향교,조선,태종,처음,지은,뒤,여러,차례,전,현재,곳,대성전,명륜당,재,서재,등,건물,대성전,앞,칸,옆면,칸,규모,지붕,옆면,볼,때,사람,인,자,모양,배,지붕,곳,공자,비롯,중국,우리,나라,성현,위패,모시,조선시대,나라,토지,노비,책,등,지원,학생,지금,교육,기능,제사,기능,남아"
748,757,"‘김정희 필 서원교필결후’는 추사(秋史) 김정희(金正喜, 1786～1856)가 조선 후기 서예가 이광사(李匡師, 1705～1777)가 쓴 『서결ㆍ전편』의 자서(自序)에 해당하는 부분에 대해 비판한 글을 행서로 쓴 것이다. 김정희의 친필 원고이자 이광사의 서예 이론을 전반적으로 검토하면서 이에 대한 반론을 제기한 것이다. 글씨를 연마하는 데 있어 금석문 고증의 필요성을 강조한 내용은 우리나라 서예이론 체계를 연구하는 데 중요한 단서를 제공해 준다. 이는 김정희의 서론(書論) 가운데 핵심적인 내용이라는 점에서 주목되며, 추사체(秋史體)의 면모가 잘 드러나는 행서는 조선 말기 서예를 대표할 만한 격조를 보여준다. 서첩에 수록된 3점의 수묵산수(水墨山水) 역시 김정희가 즐겨 그린 문인화(文人畵)의 진수를 보여준다는 점에서 가치가 크다.",김정희 필 서원교필결후는 이광사의 서예 이론에 반론을 제기한 김정희의 친필 원고이며 추사체의 면모를 잘 보여준다.,"고증,이광사,추사체,자서,조선,금석문,원교","김정희,필,원교,필,결후,추사,김정희,조선,후기,서예가,이광사,결,전편,의,자서,해당,부분,대해,비판,글,행서,것,김정희,친필,원고,이자,이광사,서예,이론,전반,검토,이,대한,반론,제기,것,글씨,연마,데,금석문,고증,필요성,강조,내용,우리나라,이론,체계,연구,데,단서,제공,김정희,서론,가운데,핵심,내용,점,주목,추사체,의,면모,행서,조선,말기,서예,대표,만,격조,첩,수록,점,수묵,산수,역시,김정희,그린,문인화,의,진수,점,가치"
