,text,imp_words,hannanum_nouns
321,"이기룡필 남지기로회도는 조선 중기 도화서 화가였던 이기룡이 70세 이상의 원로사대부로 구성된 기로소 회원들이 풍류를 즐기고 친목을 도모하기 위한 모임 광경을 그린 것이다 가로 50, 세로 605의 비단 바탕에 그린 이 그림은 서울 숭례문 밖 남지에서 열린 모임을 그렸다 그림 위쪽에 남지기로회도라고 쓰여져 있으며 좌우와 아랫부분에는 참석인원들의 관직성명본관 등의 내용과 모임의 성격이 기록되어 있다 기로소 회원 12명의 계회모습을 그렸는데, 연꽃이 피어있는 연못을 중심으로 좌우의 앞에 버드나무 한 쌍이 그려진 짜임새 있는 구도이다  이러한 기로회도는 계회도의 일종으로 조선 전기에는 계회를 하고 있는 선비들을 작게 표현하여 배경이 전체를 차지했던 반면, 이 그림에서는 계회장면이 부각되고 산수배경의 묘사가 줄었다는 것에서 조선 중기 계회도의 특징을 찾아볼 수 있다","남지기로회도,숭례문,도화서,조선,버드나무,계회","이기룡필,남지기로회,조선,중기,도,화가,이기룡,70세,이상,원로사대부,구성,기로소,회원들,풍류,친목,도모,광경,것,50,세,605,비단,바탕,서울,숭례문,밖,남지,모임,위쪽,남지기로회,좌우,아랫부분,참석인원들,관직성명본관,등,내용,모임,성격,기록,기로소,회원,12명,계회모습,연꽃,연못,중심,좌우,앞,버드나무,쌍,짜임새,구도,기로회,계회도,일종,조선,전기,계회,선비들,표현,배경,전체,반면,계회장면,부각,산수배경,묘사,것,조선,중기,계회도,특징,수"
322,조선 숙종 때 경기도와 경상도 지역에서 활동한 승려인 사인비구에 의해서 만들어진 조선시대 종이다 사인비구는 18세기 뛰어난 승려이자 장인으로 전통적인 신라 종의 제조기법에 독창성을 합친 종을 만들었다 현재 그의 작품 8구가 서로 다른 특징을 보이며 전해지고 있다 이 종은 사인비구가 만든 종 가운데 문경 김룡사동종과 함께 종을 치는 부분인 당좌 주변에 굴곡진 화문을 첨가한 독특한 당좌로 표현하여 완숙미와 독창성이 돋보이는 작품이다 김룡사 동종이 만들어진 1670년에 그 보다 3개월 뒤에 만들어진 종임을 알 수 있다,"신라,숙종,김룡사,조선","조선,숙종,때,경기도,경상,지역,활동,승려,사인비구,조선시대,종이,사인비구,18세,승려,장인,전통적,라,종,제조기법,독창성,종,그,작품,8구,특징,종,사인비구,종,가운데,문,김룡사동종,종,부분,당좌,주변,굴곡진,화문,첨가,독특한,당좌,표현,완숙미,독창성,작품,김룡사,동종,1670년,3개월,뒤,종,수"
323,"인정문은 창덕궁의 중심 건물인 인정전의 정문이다 효종현종숙종영조 등 조선왕조의 여러 임금이 이곳에서 즉위식을 거행하고 왕위에 올랐다 건물은 앞면 3칸옆면 2칸 규모이며 지붕은 옆면에서 볼 때 여덟 팔자 모양을 한 팔작지붕이다 지붕 처마를 받치기 위해 장식하여 만든 공포는 기둥과 기둥 사이에도 있는 다포 양식으로 꾸몄다 건물 안쪽 천장은 천장 재료가 훤히 보이는 연등천장이며, 단청은 가장 소박하게 꾸몄다 왕위를 이어받는 의식이 거행되던 곳으로, 정전인 인정전과 함께 조선왕조 궁궐의 위엄과 격식을 가장 잘 간직하고 있는 건축물이다","효종,창덕궁,인정문,숙종,영조,현종","인정문,창덕궁,중심,건물,인정전,정문,효종현종숙종영조,등,조선왕조,임금,이곳,즉위식,거행,왕위,건물,앞면,3칸옆면,2칸,규모,지붕,옆면,때,여덟,모양,팔작지붕,지붕,처마,장식,공포,기둥,기둥,사이,다포,양식,건물,쪽,천장,천장,재료,연등천장,단청,소박,왕위,의식,거행,곳,정전,인정전,조선왕조,궁궐,위엄,격식,간직,건축물"
324,"조선 고종 17년에 청호공이 지은 집이다 안채와 사랑채가 자형으로 앞뒤로 나란히 배치되고, 사랑채를 중심으로 헛간과 대문채 등이 ㅁ자형으로 놓인 구조를 이루고 있다 안채는 앞면 5칸옆면 3칸 규모이며, 지붕은 옆면에서 볼 때 여덟 팔자 모양인 팔작지붕이다 앞면 5칸 중에서 대청마루가 2칸으로 다른 공간에 비해 유달리 큰 것이 특이하다 대청 뒷면은 격자무늬 문을 설치하여 제사 도구를 보관하게 하고 제사 의식 때 사용하는 공간으로 넓혔다 안채 8칸사랑채 5칸곳간채 3칸헛간 6칸대문채 3칸을 잘 보존하고 있는 전형적인 남부 부농 민가이다","청호,조선,고종","조선,고종,17년,청호공,집,채,사랑채,자형,앞뒤,배치,사랑채,중심,헛간,대문채,등,ㅁ자형,구조,채,앞면,5칸옆면,3칸,규모,지붕,옆면,때,여덟,모양,팔작지붕,앞면,5칸,중,대청마루,2칸,공간,것,특이,대청,뒷면,격자무늬,문,설치,제사,도구,보관,제사,의식,때,사용,공간,채,8칸사랑채,5칸곳간채,3칸헛간,6칸대문채,3칸,보존,전형적,남부,부농,민가"
325,"이 책의 원 판본은 1474년 5월 정희대왕대비를 위시한 인수대비, 안순대비, 그리고 주상전하가 그 해 4월 창덕궁 구현전에서 춘추 19세로 훙거한 성종 초비인 공혜왕후의 명복을 빌기 위해 내수사의 비용으로 광평대군 부인 신씨의 원당인 견성사에서 간행한 판본인데 원 판목 중 3장이 일실되어 1485년에 보각하여 다시 찍어낸 판이다 권상 권말에 성화이십일년 사월일보간 대화주비구 신환 이라는 간기가 있어 보간 시기와 이를 주선한 시주자를 알 수 있다 당대의 이름 있는 각수들이 새긴 내수사 출재의 왕실판본이므로 조선전기의 출판 인쇄와 왕실 관련 불교사 연구에 귀중한 자료이다","창덕궁,공혜왕후,조선,성종,광평대군,불교사","책,원,판본,1474년,5월,정희대왕대비,위시,인수대비,안순대비,,주상전하,4월,창덕궁,구현전,춘추,19세,훙거한,성종,초비,공혜왕후,명복,내수사,비용,광평대군,부인,씨,원,견성사,간행한,판본,원,판목,중,3장,일실되,1485년,보각하,판,권상,권말,성화이십일년,사월일보간,대화주비구,환,간기,보,시,이,주선,시주자,수,당대,이름,각수들,내수사,출재,왕실판본,조선전기,판,인쇄,왕실,관련,불교사,연구,귀중,자료"
326,"해남 윤씨 문중의 제각으로 조선 숙종 13년에 지은 것이다 해남 윤씨의 묘소가 모여 있는 곳에 제사를 지내기 위하여 지은 건물이며, 윤광전윤단봉윤단학 3부자를 제향하고 있다 순조 12년에 일부 보수하였고, 최초의 건물은 1970년대에 보수하였다 영모당, 행랑채, 바깥 행랑채 등 제례에 필요한 기능을 충족시켜줄 건물을 고루 갖추고 있다 영모당은 앞면 5칸옆면 2칸의 규모로, 지붕은 옆면에서 볼 때 여덟 팔자 모양인 팔작지붕이다 행랑채는 ㄷ자형으로 총 34칸 규모의 큰 행각이다 영모당은 300여 년동안 거의 원형을 잘 유지하고 있으며, 규모도 크고 구조와 배치도 합리적으로 이루어진 건물이다 특히 부재의 짜임이나 양식도 뛰어나며, 내부를 모두 강당 대청형식으로 꾸민 점도 특이하다 이 지방 제각건축연구에 있어 귀중한 자료로 평가받고 있는 건축물이다","윤단학,숙종,윤광전,조선","윤씨,중,각,조선,숙종,13년,것,윤씨,묘소,곳,제사,건물,윤광전윤단봉윤단학,3부자,제향,순조,12년,일부,보수,최초,건물,1970년대,보수,영모당,,행랑채,바깥,행랑채,등,제례,필요,기능,충족,건물,영모당,앞면,5칸옆면,2칸,규모,지붕,옆면,때,여덟,모양,팔작지붕,행랑채,ㄷ자형,34칸,규모,행각,영모당,300,년,원형,유지,규모,구조,배치,합리적,건물,부재,짜임,양식,내부,강당,대청형식,점,특이,지방,제각건축연구,귀중,자료,평가,건축물"
327,"강원도 홍천군 내촌면 물걸리의 대승사에 있는 것으로, 불상은 없고 광배와 대좌만 남아 있다 완전한 배 모양의 광배는 가운데에 연꽃무늬와 덩쿨무늬가 새겨지고 가장자리에는 불꽃모양이 섬세하고 화려하게 조각되어 있다 윗부분과 좌우 등 9곳에 작은 부처가 새겨져 있는데 각기 손모양을 달리하고 있는 특징이 있다  광배를 받치고 있는 대좌는 3단으로 구성된 8각 모양이다 맨 아래에는 아래로 향한 연꽃무늬가 각 면에 새겨져 있고, 모서리에는 작은 귀꽃이 있다 중간의 각 면에는 불상과 악귀를 쫓아준다는 신장상이 새겨져 있다 대좌의 맨 윗부분은 연꽃이 활짝 핀 반원형 모양이고 연꽃 안에 작은 꽃무늬가 새겨져 있어 화려함을 더해준다 광배 및 대좌의 양식이 9세기 이후에 나타나는 것들과 유사한 양식적 특징을 보여주고 있는 것으로 미루어 보아 통일신라 후기에 만들어진 작품으로 추정된다","물걸리,불상,홍천군,내촌면,통일신라","강원,홍천군,내촌면,것,리,대승사,것,불상,광배,대좌,완전,배,모양,광배,가운데,연꽃무늬,덩쿨무늬,가장자리,불꽃모양,섬세,화,조각,윗부분,좌우,등,9곳,부처,손모양,리,특징,광배,대좌,3단,구성,8각,모양,아래,아래,연꽃무늬,각,면,모서리,귀꽃,중간,각,면,불상,악귀,신장상,대좌,윗부분,연꽃,반원형,모양,연꽃,안,꽃무늬,화,광배,대좌,양식,9세,이후,것들,유사한,양식적,특징,것,통일신라,후,작품,추정"
328,"팔상은 법화경의 주존불인 석가여래의 일생을 크게 8가지로 구분해서 설명한 것이다 팔상전은 법화신앙이 행해졌던 사찰에 많이 지어졌는데, 석가모니불을 주존으로 모시고 그가 살아가신 일생의 모습을 8폭의 탱화로 그려 모신 곳이다 흥국사 팔상전은 조선후기에 건립되어 중수한 다포계 3칸 팔작지붕으로 대웅전에 버금가는 부속건물이다 어간문은 4합, 양옆은 3합문으로 빗살문과 정자 문을 하였다 기둥에 배흘림과 안쏠림, 귀솟음이 나타나 전통적인 형식을 띄고 있으며, 불단 위에는 자형 닫집이 있어 매우 호화롭게 하였다 50여점의 조선후기 명문 기와가 확인되어 흥국사 불사의 연혁도 알 수 있다","법화경,대웅전,석가여래,조선,흥국사,석가모니불","팔,법화경,주존불,석가여래,일생,8가지,구분,설명,것,팔,법화신앙,사찰,석가모니불,주존,그,일생,모습,8폭,탱화,곳,흥국사,팔,조선후기,건립,중수한,다포계,3칸,팔작지붕,대웅전,부속건물,어간문,4합,,양옆,3합문,빗살문,정자,문,기둥,배흘림,안쏠림,,귀솟음,전통적,형식,불단,위,자형,닫집,호화,50,점,조선후기,명문,기와,확인,흥국사,불사,연혁,수"
329,"아산 세심사 소조여래좌상은 신체와 머리 등을 나무로 골조를 만들어 기본형태를 잡은 후 흙을 붙여 이목구비와 신체의 표면, 그리고 옷주름 등 세부를 표현하는 목심형 소조기법으로 제조되었다 내부 구조를 결구하기 위하여 전통적 꺽쇠못이 사용되었다 감마레이 촬영결과 불상 표면에 많은 균열이 보이는데, 이는 나무에 덧붙인 흙이 갈라지면서 생기는 현상으로 조선후기 소조불에서 일반적으로 관찰되는 특징이다 제작연대가 알려지지 않았으나 나발 및 얼굴 표현, 대의의 옷주름 표현에서 17세기 불상의 양식적 특징을 보여주고 있다 조선후기에 조성된 소조불상으로 자료적 가치가 높다","불상,소조불,조선","아산,세심사,소조여래좌상,신체,머리,등,나무,골조,기본형태,후,흙,이목구비,신체,표,옷주름,등,세부,표현,목심형,소조기법,제조,내부,구조,결구,전통적,꺽쇠못,사용,감마레,촬영결과,불상,표면,균열,이,나무,흙,현상,조선후기,소조불,일반적,관찰,특징,제작연대,나발,얼굴,표현,대의,옷주름,표현,17세,불상,양식적,특징,조선후기,조성,소조불상,자료적,가치"
330,"봉수대는 횃불과 연기를 이용하여 급한 소식을 전하던 옛날의 통신수단을 말한다 높은 산에 올라가서 불을 피워 낮에는 연기로 밤에는 불빛으로 신호를 보냈다 이 봉수대는 남해안 일대와 대마도가 한눈에 바라다 보이는 통영성 남쪽 4 지점의 미륵산 제2봉에 있다 기록에 따르면 고려말조선초에 설치하였으며, 거제의 가리산 봉수를 받아 지금의 통영시 우산 봉수로 전달하였다고 한다 산봉우리 동남쪽 경사면에 높이 5정도의 3단으로 된 석축과 북쪽 경사면에 약간의 석축 흔적이 남아 있다 정상에는 이 석축을 축대로 하여 만든 지름 7578정도의 반원형 터가 남아 있는데, 바다를 향해 돌출된 형태로 되어 있어 봉수대 또는 망대의 기능을 갖고 있다 봉수대 뒤편 약간의 평지에는 간단한 건물터와 함께 통일신라시대의 민화무늬 토기조각도 발견되고 있어 통일신라시대에는 이 지역을 제사를 지내는 곳으로 이용하였을 가능성이 있다","봉수대,토기,조선,대마도,통일신라,통영","봉수대,횃불,연기,이용,소식,옛날,통신수단,말,산,불,낮,연기,밤,불빛,신호,봉수대,남해안,일대,대마도,한눈,통영성,남쪽,4,지점,미륵산,제2봉,기록,고려말조선초,설치,거제,가리산,봉수,지금,통영시,우산,봉수,전달,산봉우리,동남쪽,경사면,5정도,3단,석축,북쪽,경사면,약간,석축,흔적,정상,석축,축,7578정도,반원형,터,바다,돌출,형태,봉수대,망대,기능,봉수대,뒤편,약간,평지,한,건물터,통일신라시대,민화무늬,토기조각,발견,통일신라시대,지역,제사,곳,이용,가능성"
331,회덕고분군은 충신강 동쪽에 위치한 회덕마을의 북쪽 구릉상에 위치하고 있다 회덕마을 입구에서 마주 보이는 구릉의 능선을 따라 남서북동 방향으로 3기가 분포하고 있다  1호분은 3기의 고분 중에서 가장 서남쪽에 있는 것으로 구릉 능선의 말단부에 자리하고 있다 마을 입구 정자나무와 가까이에 자리하고 있는데 정자나무 주변이 휴게시설로 정비되면서 끝자락이 훼손되고 민가가 들어서거나 석축을 만들면서 그 형태를 알아 보기 힘들게 되었다 조사 결과 1호분은 평면형태가 사각형인 것으로 확인되었다 1호분과 3호분 사이에 있는 2호분은 사각형 평면인데 북동쪽에 대나무가 무성하게 자라고 있으나 비교적 잘 남아 있고 남서쪽에는 민묘가 조성되어 있고 남동쪽에는 민가가 들어서면서 많이 깎여 나갔다 구릉의 가장 위쪽에 자리하고 있는 3호분은 둥근 형태를 하고 있다,"회덕,무성,구릉","회덕고분군,충신강,동쪽,위치한,회덕마을,북쪽,구릉상,위치,회덕마,입구,구릉,능선,남서북동,방향,3기,분포,1호분,3기,고분,중,서남쪽,것,구릉,능선,말단부,자리,마을,입구,정자나무,가까이,자리,정자나무,주변,휴게시설,정비,끝자락,훼손,민가,석축,형태,조사,결과,1호분,평면형태,사각형,것,확인,1호분,3호분,사이,2호분,사각형,평면,북동쪽,대나무,무성,자,비교적,남서쪽,민묘,조성,남동쪽,민가,구릉,위쪽,자리,3호분,형태"
